HA	DEC	HA_PNT	DEC_PNT
359.8530427327059	49.36184149234271	359.8519176967054	49.361391423359585
359.05954480923975	49.36207248006128	359.0575030825711	49.36128902051017
358.6467350637908	48.57567696971334	358.64023462355163	48.575198809959886
358.74256073908873	47.99522974838695	358.7329768954252	47.99364028693149
359.3017866600755	47.54428301345832	359.29074415598086	47.54451015360522
0.1277384323365709	47.37807684850538	0.11848794709345611	47.376598520177566
0.978417022132362	47.54590200873345	0.9680831196005784	47.54449028274771
1.513008439633495	47.99496355038474	1.5038412941393062	47.99356855392464
1.6014787984936447	48.57588640434903	1.5964368918475316	48.57501942885753
1.1810422456073297	49.09160925256674	1.1790005344985275	49.090936901376075
